400001,37.364085,-121.901149
400017,37.253303,-121.945440
400030,37.359087,-121.906538
400040,37.294949,-121.873109
400045,37.363402,-121.902233
400052,37.255791,-121.875479
400057,37.335022,-121.935522
400059,37.250481,-121.907735
400065,37.320292,-121.890281
400069,37.385758,-121.977493
400073,37.256300,-121.955559
400084,37.329258,-122.012053
400085,37.255594,-121.874710
400088,37.414988,-121.912685
400096,37.417981,-121.972547
400097,37.279012,-122.010614
400100,37.295052,-121.938872
400104,37.419313,-121.955480
400109,37.362706,-121.889426
400122,37.366140,-121.901132
400147,37.342210,-121.926305
400148,37.250664,-121.912479
400149,37.411800,-122.077964
400158,37.421059,-121.936780
400160,37.348392,-121.860589
400168,37.391166,-121.995524
400172,37.376264,-121.939712
400174,37.403686,-122.069760
400178,37.276874,-121.863698
400185,37.303131,-122.034527
400201,37.419186,-121.962831
400206,37.381356,-121.962110
400209,37.319961,-122.049031
400213,37.259192,-121.967128
400221,37.293614,-121.937899
400222,37.275395,-122.004702
400227,37.377237,-121.943586
400236,37.325009,-121.892984
400238,37.413256,-121.912324
400240,37.258184,-121.953853
400246,37.386551,-121.979462
400253,37.342957,-121.925721
400257,37.291715,-121.871799
400258,37.313462,-121.886197
400268,37.255651,-121.858078
400274,37.409627,-121.997252
400278,37.266561,-121.948692
400280,37.261980,-121.858479
400292,37.316378,-121.972052
400296,37.420359,-121.939150
400298,37.293047,-121.937861
400330,37.398628,-122.026802
400336,37.250624,-121.928209
400343,37.348907,-121.917833
400353,37.383125,-121.967496
400372,37.384820,-121.974251
400394,37.364382,-121.902692
400400,37.342410,-121.854543
400414,37.317942,-121.977301
400418,37.291828,-121.871836
400429,37.319424,-121.993175
400435,37.403153,-122.047463
400436,37.271687,-121.947037
400440,37.353727,-121.865827
400449,37.419452,-121.955498
400457,37.276763,-121.863661
400461,37.254781,-121.878917
400464,37.258029,-121.962211
400479,37.362439,-121.903211
400485,37.254231,-121.949216
400499,37.331068,-122.014931
400507,37.298931,-122.029806
400508,37.347660,-121.919969
400514,37.334602,-121.936288
400519,37.255257,-121.852560
400528,37.388893,-122.068829
400545,37.400130,-122.033628
400560,37.324839,-122.002891
400563,37.325124,-121.893062
400567,37.418931,-121.962821
400581,37.402668,-122.029069
400582,37.275212,-122.004898
400586,37.376835,-121.942537
400637,37.255322,-121.855765
400643,37.390763,-121.994912
400648,37.303016,-122.034801
400649,37.251741,-121.958118
400654,37.297486,-121.874117
400664,37.303458,-121.878143
400665,37.341439,-121.849299
400668,37.355120,-121.866967
400673,37.329972,-122.013423
400677,37.320010,-122.048757
400687,37.408833,-122.000989
400688,37.259412,-121.966974
400690,37.255184,-121.876817
400700,37.251345,-121.934089
400709,37.341275,-121.927699
400713,37.251585,-121.934046
400714,37.316788,-121.953512
400715,37.256205,-121.955355
400717,37.250424,-121.912467
400723,37.334296,-121.936706
400743,37.398989,-122.028373
400750,37.250746,-121.907763
400760,37.374628,-121.931055
400772,37.250448,-121.928226
400790,37.391922,-121.998077
400792,37.255491,-121.955543
400794,37.390422,-121.993716
400799,37.327927,-121.876137
400804,37.336089,-121.848437
400822,37.255715,-121.955375
400823,37.334249,-122.030111
400828,37.298804,-122.030071
400832,37.254601,-121.956775
400837,37.303359,-121.878066
400842,37.261849,-121.859205
400863,37.371809,-121.916550
400869,37.403673,-122.069953
400873,37.420927,-121.936740
400895,37.380958,-121.960741
400904,37.395067,-122.010518
400907,37.257815,-121.962370
400911,37.372674,-121.922087
400916,37.320404,-121.890310
400922,37.363644,-121.899535
400934,37.254002,-121.949365
400951,37.325151,-121.940679
400952,37.279234,-122.010350
400953,37.327241,-121.880760
400964,37.376685,-121.940750
400965,37.363311,-121.893592
400970,37.409675,-121.996301
400971,37.368669,-121.901336
400973,37.417735,-121.972451
400995,37.313375,-121.886106
400996,37.350928,-121.862378
401014,37.420505,-121.939200
401129,37.266722,-121.859225
401154,37.266658,-121.859210
401163,37.316756,-121.923186
401167,37.316984,-121.923208
401210,37.291198,-122.023391
401224,37.291054,-122.023638
401327,37.315095,-121.914498
401351,37.401701,-122.032879
401388,37.316628,-121.952438
401391,37.337881,-121.854670
401400,37.316841,-121.952427
401403,37.338232,-121.854583
401440,37.356826,-121.908804
401457,37.279515,-121.864784
401464,37.424833,-121.916049
401489,37.427486,-121.916962
401495,37.255346,-121.858980
401507,37.412677,-122.079539
401534,37.407511,-122.065278
401541,37.370203,-121.901514
401555,37.255657,-121.858984
401560,37.357526,-121.907884
401567,37.279628,-121.864838
401597,37.287400,-121.869623
401606,37.287298,-121.869548
401611,37.318919,-121.940307
401655,37.335596,-121.858919
401808,37.334883,-121.860066
401809,37.334524,-121.860098
401810,37.325920,-121.883989
401811,37.325651,-121.883953
401816,37.371160,-121.926885
401817,37.371274,-121.926917
401845,37.332668,-122.060628
401846,37.332482,-122.060617
401890,37.343447,-121.855539
401891,37.343293,-121.855795
401906,37.335259,-121.848031
401908,37.335284,-121.847662
401926,37.411999,-122.078452
401936,37.407282,-122.065150
401937,37.411338,-122.076826
401942,37.322594,-121.897858
401943,37.322361,-121.897800
401948,37.409514,-122.071728
401957,37.270311,-121.861079
401958,37.270209,-121.860998
401994,37.385523,-121.975872
401996,37.396411,-122.015716
401997,37.398597,-122.025693
401998,37.404178,-122.051070
402056,37.328954,-121.895643
402057,37.336401,-121.897563
402058,37.337137,-121.897741
402059,37.337479,-121.897848
402060,37.356655,-122.062397
402061,37.356616,-122.062620
402067,37.321367,-121.899571
402117,37.344302,-121.902123
402118,37.344411,-121.902181
402119,37.421182,-121.915036
402120,37.399227,-121.908515
402121,37.380274,-121.904061
402281,37.384490,-121.904845
402282,37.384485,-121.905044
402283,37.391595,-121.906506
402284,37.391557,-121.906710
402285,37.398698,-121.908172
402286,37.405824,-121.909842
402287,37.405777,-121.910072
402288,37.419153,-121.914103
402289,37.419106,-121.914308
402359,37.329728,-121.842102
402360,37.329591,-121.842361
402361,37.336549,-121.848881
402362,37.358996,-121.871981
402363,37.358800,-121.872094
402364,37.368104,-121.907880
402365,37.367859,-121.907971
402366,37.388542,-121.986478
402367,37.388372,-121.986538
402368,37.393954,-122.005269
402369,37.393755,-122.005329
402370,37.395920,-122.013438
402371,37.396611,-122.017518
402372,37.405470,-122.055924
402373,37.405335,-122.056343
403225,37.349517,-121.917280
403265,37.349229,-121.917686
403329,37.270267,-121.947353
403401,37.328484,-121.870843
403402,37.328720,-121.870796
403404,37.327807,-121.874899
403406,37.325920,-121.883314
403409,37.324015,-121.890673
403412,37.322430,-121.897640
403414,37.314844,-121.913648
403419,37.316766,-121.921548
404370,37.296028,-121.939132
404434,37.265521,-121.981540
404435,37.326592,-122.050852
404444,37.265311,-121.981694
404451,37.272630,-121.862544
404452,37.284773,-121.867709
404453,37.309111,-121.882596
404461,37.309012,-121.882518
404462,37.272658,-121.862556
404521,37.382586,-121.965617
404522,37.402071,-122.041627
404553,37.395734,-122.013489
404554,37.401893,-122.041683
404585,37.406298,-122.011605
404586,37.406475,-122.011621
404640,37.333614,-122.049627
404753,37.364689,-121.902989
404759,37.365167,-121.901551
405613,37.262704,-121.858533
405619,37.284665,-121.867631
405701,37.316969,-121.924481
407150,37.427274,-121.884436
407151,37.420741,-121.882093
407152,37.416073,-121.880751
407153,37.398059,-121.875211
407155,37.391513,-121.870376
407157,37.385475,-121.863839
407161,37.407770,-121.878234
407165,37.344023,-121.845368
407172,37.341738,-121.848369
407173,37.342007,-121.847982
407174,37.400880,-121.876103
407176,37.358523,-121.840267
407177,37.360223,-121.841285
407179,37.368611,-121.846609
407180,37.372785,-121.850839
407181,37.379684,-121.857783
407184,37.427403,-121.884848
407185,37.420881,-121.882423
407186,37.391614,-121.870798
407187,37.383139,-121.861675
407190,37.412704,-121.880023
407191,37.407919,-121.878542
407194,37.344191,-121.845564
407200,37.398207,-121.875543
407202,37.360613,-121.841794
407204,37.366097,-121.845103
407206,37.372897,-121.851246
407207,37.379794,-121.858188
407321,37.333648,-122.056851
407323,37.396419,-122.068661
407325,37.383707,-122.068108
407328,37.377217,-122.067542
407331,37.335431,-122.058337
407332,37.407311,-122.069566
407335,37.373213,-122.067368
407336,37.363146,-122.062707
407337,37.353092,-122.060900
407339,37.351571,-122.060285
407341,37.344713,-122.059766
407342,37.379094,-122.067604
407344,37.331501,-122.054687
407348,37.384273,-122.068412
407352,37.377057,-122.067805
407359,37.407147,-122.070055
407360,37.373187,-122.067646
407361,37.363107,-122.063006
407364,37.351529,-122.060518
407367,37.379368,-122.067871
407370,37.333574,-122.057007
407372,37.344708,-122.059991
407373,37.337629,-122.059717
407374,37.395123,-122.068612
407710,37.317459,-121.938793
407711,37.317112,-121.941507
408907,37.321822,-121.940425
408911,37.325153,-121.940859
409524,37.348448,-121.907247
409525,37.362566,-121.917493
409526,37.366737,-121.921627
409528,37.362467,-121.917418
409529,37.366662,-121.921519
413026,37.421232,-121.914808
413845,37.422887,-121.925747
413877,37.321613,-121.899642
413878,37.324641,-121.888603
414284,37.323066,-121.896538
414694,37.315051,-121.913497
